customer_id,qtt_order,total_spent,last_order
2137,9,152785.34,2022-05-16 12:00:00
2138,44,7399.25,2022-04-25 10:00:00
2139,25,47390.68,2022-04-27 00:00:00
2140,4,19105.38,2022-06-03 09:00:00
2141,64,139143.14,2022-10-12 15:00:00
2142,34,538806.57,2022-04-06 03:00:00
2143,20,107438.01,2022-03-13 04:00:00
2144,33,20680.56,2022-08-13 16:00:00
2145,126,42421.03,2022-03-16 22:00:00
2146,67,161111.9,2022-03-18 00:00:00
2147,56,134036.28,2022-02-23 19:00:00
2148,4,114051.07,2022-03-28 19:00:00
2149,44,464045.87,2022-08-06 10:00:00
2150,50,170717.3,2022-07-08 05:00:00
2151,28,138323.33,2022-02-09 23:00:00
2152,59,114660.55,2022-01-19 20:00:00
2153,68,138577.16,2022-08-23 01:00:00
2154,45,71038.57,2022-07-18 21:00:00
2155,1218,483237.55,2022-06-18 04:00:00
2156,76,45684.07,2022-01-15 13:00:00
2157,582,459265.9,2022-02-06 04:00:00
2158,271,164413.19,2022-02-13 15:00:00
2159,71,1224814.77,2022-04-02 03:00:00
2160,13,30310.93,2022-09-15 08:00:00
2161,21,51314.71,2022-03-26 15:00:00
2162,123,13082.44,2022-08-16 07:00:00
2163,131,1470896.57,2022-12-04 16:00:00
2164,309,187378.64,2022-06-03 19:00:00
2165,16,147403.55,2022-02-13 21:00:00
2166,94,876293.4,2022-07-18 12:00:00
2167,6,97395.7,2022-10-31 01:00:00
2168,44,40537.87,2022-02-16 09:00:00
2169,97,118526.42,2022-04-16 22:00:00
2170,84,43344.14,2022-06-02 02:00:00
2171,75,109770.02,2022-01-19 20:00:00
2172,165,520535.49,2022-06-04 09:00:00
2173,89,287129.83,2022-08-15 22:00:00
2174,126,333324.13,2022-11-16 03:00:00
2175,33,119370.41,2022-04-10 19:00:00
2176,34,252566.26,2022-03-23 23:00:00
2177,18,41072.09,2022-03-30 03:00:00
2178,306,37094.88,2022-07-24 21:00:00
2179,68,109735.19,2022-09-18 07:00:00
2180,53,77118.65,2022-05-15 09:00:00
2181,3,35815.84,2022-03-28 07:00:00
2182,81,263927.07,2022-08-02 01:00:00
2183,102,29542.64,2022-10-07 21:00:00
2184,45,35298.17,2022-01-06 09:00:00
2185,31,141766.1,2022-02-07 21:00:00
2186,185,17835.41,2022-05-20 00:00:00
2187,404,154937.3,2022-11-04 01:00:00
2188,35,806888.72,2022-01-21 10:00:00
2189,104,219547.12,2022-10-12 02:00:00
2190,49,119870.55,2022-12-01 09:00:00
2191,20,245836.03,2022-02-05 06:00:00
2192,34,239462.97,2022-04-02 20:00:00
2193,159,492150.18,2022-03-31 19:00:00
2194,112,284172.58,2022-06-13 07:00:00
2195,110,273831.5,2022-08-16 10:00:00
2196,35,13417.49,2022-05-01 20:00:00
2197,528,233003.69,2022-08-25 20:00:00
2198,91,108175.42,2022-08-23 22:00:00
2199,38,52289.68,2022-10-28 20:00:00
2200,41,130964.63,2022-04-13 05:00:00
2201,5,110792.37,2022-06-01 00:00:00
2202,58,4611.27,2022-01-12 05:00:00
2203,22,125635.52,2022-03-05 06:00:00
2204,188,76047.04,2022-07-09 13:00:00
2205,44,101892.72,2022-08-23 09:00:00
2206,263,257643.3,2022-06-19 10:00:00
2207,96,12493.8,2022-03-01 05:00:00
2208,14,119557.41,2022-02-19 18:00:00
2209,13,17698.87,2022-06-01 05:00:00
2210,31,76973.83,2022-06-02 14:00:00
2211,260,261698.81,2022-10-06 08:00:00
2212,41,254360.35,2022-06-10 01:00:00
2213,19,126571.62,2022-01-12 19:00:00
2214,283,268725.42,2022-03-16 06:00:00
2215,36,12930.04,2022-06-04 18:00:00
2216,282,297034.02,2022-09-04 17:00:00
2217,60,61580.95,2022-09-21 14:00:00
2218,111,127219.3,2022-12-16 22:00:00
2219,94,99304.88,2022-08-20 22:00:00
2220,17,576693.43,2022-02-18 05:00:00
2221,43,214670.65,2022-09-29 08:00:00
2222,28,172502.6,2022-10-19 02:00:00
2223,104,502946.49,2022-08-29 04:00:00
2224,39,86011.46,2022-09-04 18:00:00
2225,134,248625.16,2022-11-09 18:00:00
2226,7,356456.35,2022-01-17 03:00:00
2227,68,22673.68,2022-05-24 05:00:00
2228,56,53268.1,2022-05-13 16:00:00
2229,380,933569.52,2022-09-04 12:00:00
2230,287,213315.15,2022-03-04 02:00:00
2231,4,2349.13,2022-02-02 01:00:00
2232,13,259673.53,2022-09-14 04:00:00
2233,133,92271.48,2022-12-12 13:00:00
2234,14,66688.19,2021-12-29 13:00:00
2235,56,140149.96,2022-08-31 18:00:00
2236,338,1207772.51,2022-03-08 04:00:00
2237,89,15137.3,2022-10-01 19:00:00
2238,160,75590.64,2022-05-11 20:00:00
2239,102,251098.8,2022-07-30 21:00:00
2240,27,140153.66,2022-03-20 09:00:00
2241,81,171979.1,2022-02-28 21:00:00
2242,202,175536.22,2022-07-13 19:00:00
2243,7,305439.89,2022-05-27 02:00:00
2244,90,65018.49,2022-10-09 22:00:00
2245,40,192323.02,2022-07-23 16:00:00
2246,29,30921.96,2022-09-24 11:00:00
2247,42,29417.65,2022-03-14 14:00:00
2248,106,241744.56,2022-07-31 07:00:00
2249,258,6021.15,2022-09-01 12:00:00
2250,48,146187.29,2022-03-31 01:00:00
2251,149,59616.04,2022-10-01 02:00:00
2252,27,91319.24,2022-03-25 14:00:00
2253,67,162376.81,2022-11-11 04:00:00
2254,37,45022.34,2022-04-11 02:00:00
2255,40,96382.9,2022-06-08 22:00:00
2256,750,426130.07,2022-05-23 08:00:00
2257,132,137386.17,2022-07-20 11:00:00
2258,23,145048.05,2022-08-14 22:00:00
2259,115,23798.41,2022-09-12 23:00:00
2260,77,214947.5,2022-08-09 17:00:00
2261,184,739000.33,2022-05-12 10:00:00
2262,31,95051.51,2022-05-19 20:00:00
2263,27,45919.52,2022-11-04 01:00:00
2264,466,458051.88,2022-02-20 04:00:00
2265,15,88877.5,2022-09-04 00:00:00
2266,10,393545.09,2022-06-03 22:00:00
2267,63,405686.63,2022-04-11 03:00:00
2268,25,604937.9,2022-08-18 16:00:00
2269,10,247509.29,2022-11-19 17:00:00
2270,245,103615.14,2022-10-07 08:00:00
2271,14,524285.28,2022-01-08 07:00:00
2272,100,362897.83,2022-04-15 05:00:00
2273,14,195599.98,2022-11-24 00:00:00
2274,164,42534.01,2022-08-03 08:00:00
2275,60,125542.76,2022-11-06 04:00:00
2276,278,692243.78,2022-08-08 14:00:00
2277,68,6104.35,2022-08-25 13:00:00
2278,305,122817.78,2022-10-03 20:00:00
2279,99,1252339.67,2022-07-03 10:00:00
2280,493,148902.85,2022-02-18 19:00:00
2281,72,29905.02,2022-06-15 16:00:00
2282,66,25012.87,2022-09-26 02:00:00
2283,114,547342.15,2022-01-16 22:00:00
2284,71,237029.36,2022-05-01 09:00:00
2285,143,74622.16,2022-01-25 12:00:00
2286,45,275462.94,2022-10-03 22:00:00
2287,329,286145.66,2022-08-23 09:00:00
2288,6,9107.59,2022-02-09 16:00:00
2289,178,72185.65,2022-03-11 08:00:00
2290,62,312427.52,2022-08-08 08:00:00
2291,63,138726.21,2022-03-12 04:00:00
2292,199,459493.09,2022-03-13 15:00:00
2293,141,237478.54,2022-04-02 05:00:00
2294,71,48271.89,2022-11-29 14:00:00
2295,35,107832.33,2022-08-17 07:00:00
2296,307,197934.9,2022-08-06 07:00:00
2297,97,583176.82,2022-11-05 16:00:00
2298,477,312681.32,2022-05-11 20:00:00
2299,78,101328.96,2022-01-23 08:00:00
2300,123,67253.18,2022-02-09 04:00:00
2301,10,24141.15,2022-04-21 16:00:00
2302,62,13782.27,2022-08-03 15:00:00
2303,6,4320.45,2022-02-18 07:00:00
2304,33,296482.26,2022-07-27 21:00:00
2305,53,77089.8,2022-04-30 18:00:00
2306,161,114962.81,2022-07-04 11:00:00
2307,94,58336.99,2022-07-24 20:00:00
2308,131,93980.85,2022-03-11 06:00:00
2309,10,18647.7,2022-05-03 12:00:00
2310,83,107429.47,2022-10-05 19:00:00
2311,149,188269.27,2022-07-01 08:00:00
2312,15,66688.17,2022-08-26 11:00:00
2313,45,160037.34,2022-05-14 09:00:00
2314,202,133049.69,2022-03-26 09:00:00
2315,76,60905.86,2022-04-24 07:00:00
2316,157,713206.88,2022-03-21 19:00:00
2317,9,743151.06,2022-01-29 18:00:00
2318,328,675668.02,2022-11-21 13:00:00
2319,56,122957.0,2022-06-12 17:00:00
2320,12,431367.5,2022-08-03 13:00:00
2321,57,68014.13,2022-01-09 21:00:00
2322,46,23230.48,2022-05-31 22:00:00
2323,160,104935.13,2022-05-27 18:00:00
2324,16,26928.9,2022-02-17 08:00:00
2325,75,1032304.04,2022-11-09 10:00:00
2326,145,467780.65,2022-05-19 08:00:00
2327,13,496000.27,2022-04-03 06:00:00
2328,143,161637.96,2022-01-17 17:00:00
2329,47,299321.14,2022-11-28 12:00:00
2330,101,147110.93,2022-08-11 07:00:00
2331,71,85215.0,2022-03-15 21:00:00
2332,409,136782.31,2022-07-29 21:00:00
2333,31,24167.42,2022-04-21 11:00:00
2334,11,73654.53,2022-09-26 08:00:00
2335,50,50655.54,2022-10-23 07:00:00
2336,97,137173.9,2022-02-03 22:00:00
2337,22,3366.29,2022-04-17 11:00:00
2338,33,441420.98,2022-08-24 05:00:00
2339,66,277505.91,2022-04-03 03:00:00
2340,42,52727.62,2022-08-20 20:00:00
2341,8,17002.05,2022-03-09 20:00:00
2342,70,209581.09,2022-09-09 06:00:00
2343,41,141988.59,2022-02-01 13:00:00
2344,56,171109.15,2022-07-09 20:00:00
2345,106,385173.84,2021-12-23 22:00:00
2346,62,33712.55,2022-03-18 19:00:00
2347,30,21966.96,2022-02-10 05:00:00
2348,11,62280.55,2022-01-16 16:00:00
2349,73,274863.45,2022-04-27 01:00:00
2350,30,2421.75,2022-03-17 08:00:00
2351,36,226251.91,2022-04-07 12:00:00
2352,26,248048.19,2022-09-01 01:00:00
2353,59,142477.06,2022-06-02 00:00:00
2354,54,201629.69,2022-06-24 19:00:00
2355,73,93852.66,2022-07-23 02:00:00
2356,50,82349.54,2022-01-24 08:00:00
2357,172,319640.89,2022-09-02 13:00:00
2358,5,119263.04,2022-04-29 19:00:00
2359,56,343363.81,2022-05-16 05:00:00
2360,52,488955.42,2022-03-31 14:00:00
2361,47,18560.97,2022-06-08 23:00:00
2362,29,142066.99,2022-03-16 06:00:00
2363,84,318598.84,2022-09-03 00:00:00
2364,150,664892.87,2022-01-27 13:00:00
2365,29,100831.35,2021-12-19 08:00:00
2366,44,93729.69,2022-12-18 12:00:00
2367,60,171071.58,2022-09-14 18:00:00
2368,10,87753.34,2022-01-19 16:00:00
2369,154,178489.68,2022-01-18 18:00:00
2370,26,65879.34,2022-08-23 20:00:00
2371,78,86768.14,2022-02-28 03:00:00
2372,12,455206.6,2022-02-12 11:00:00
2373,14,113270.87,2022-02-21 11:00:00
2374,38,252589.27,2022-04-18 22:00:00
2375,115,164202.23,2022-08-05 14:00:00
2376,137,130874.79,2022-11-11 23:00:00
2377,273,16561.31,2022-09-11 23:00:00
2378,58,178981.59,2022-06-16 05:00:00
2379,7,56623.77,2022-01-20 07:00:00
2380,13,308290.75,2022-02-19 20:00:00
2381,8,22678.23,2022-06-23 14:00:00
2382,57,467258.28,2022-10-19 13:00:00
2383,40,170919.26,2022-03-28 11:00:00
2384,25,68256.76,2022-10-30 13:00:00
2385,76,178518.67,2022-06-18 23:00:00
2386,29,63933.37,2022-10-03 22:00:00
2387,160,483234.28,2022-10-05 06:00:00
2388,151,30615.33,2022-06-11 09:00:00
2389,208,136065.52,2022-05-09 22:00:00
2390,189,111803.27,2022-10-06 09:00:00
2391,35,32119.71,2022-04-30 02:00:00
2392,69,31860.85,2022-10-11 22:00:00
2393,84,81696.97,2022-03-15 18:00:00
2394,31,192656.76,2022-03-21 14:00:00
2395,34,9248.68,2022-10-15 00:00:00
2396,44,92669.89,2022-05-10 14:00:00
2397,253,126755.35,2022-08-23 11:00:00
2398,43,87495.27,2022-06-03 08:00:00
2399,10,160072.87,2022-03-08 19:00:00
2400,45,109809.52,2022-02-03 04:00:00
2401,53,121784.93,2021-12-31 06:00:00
2402,10,12842.28,2022-06-04 16:00:00
2403,118,163843.5,2022-04-09 00:00:00
2404,40,243678.62,2022-07-23 01:00:00
2405,32,16367.47,2022-09-07 08:00:00
2406,107,142153.04,2022-08-14 16:00:00
2407,49,102460.8,2022-11-19 03:00:00
2408,117,59710.83,2022-04-08 07:00:00
2409,14,29592.55,2022-10-29 08:00:00
2410,96,137719.2,2022-06-15 20:00:00
2411,56,174014.88,2022-04-08 20:00:00
2412,22,105079.81,2022-09-27 06:00:00
2413,9,7589.49,2022-08-11 02:00:00
2414,85,137222.78,2022-03-25 04:00:00
2415,38,119248.0,2022-07-18 02:00:00
2416,53,120742.48,2022-04-29 12:00:00
2417,25,473702.96,2022-01-24 00:00:00
2418,28,51312.91,2022-03-07 01:00:00
2419,11,7780.19,2022-02-11 12:00:00
2420,694,355466.82,2022-09-14 08:00:00
2421,83,208982.03,2022-08-29 03:00:00
2422,35,11253.75,2022-08-18 14:00:00
2423,25,411314.29,2022-01-23 05:00:00
2424,28,58968.74,2022-07-26 08:00:00
2425,42,149052.32,2022-02-02 11:00:00
2426,44,35398.66,2022-04-14 17:00:00
2427,19,31057.99,2022-07-27 07:00:00
2428,11,91402.88,2022-08-09 03:00:00
2429,39,678860.49,2022-05-13 08:00:00
2430,14,49605.78,2022-07-28 07:00:00
2431,29,468861.05,2022-02-28 15:00:00
2432,36,296247.29,2022-05-07 04:00:00
2433,215,50100.57,2022-12-14 10:00:00
2434,82,862929.86,2022-07-19 11:00:00
2435,34,77903.42,2022-07-05 04:00:00
2436,383,98682.16,2022-07-15 13:00:00
2437,43,627175.26,2022-02-09 06:00:00
2438,37,236043.31,2022-04-06 23:00:00
2439,61,281033.24,2022-02-05 16:00:00
2440,209,9901.2,2022-11-21 21:00:00
2441,299,178051.42,2022-11-11 21:00:00
2442,75,44176.93,2022-06-17 04:00:00
2443,12,70704.19,2022-05-14 00:00:00
2444,79,207851.68,2022-02-16 05:00:00
2445,216,50858.47,2022-09-18 20:00:00
2446,405,1097739.96,2022-04-21 00:00:00
2447,169,164088.87,2022-02-01 16:00:00
2448,431,413999.11,2022-09-14 19:00:00
2449,29,217060.98,2022-03-14 05:00:00
2450,35,131987.98,2022-08-15 11:00:00
2451,29,84446.41,2022-02-15 09:00:00
2452,123,313494.51,2022-09-06 04:00:00
2453,60,53408.63,2022-03-26 10:00:00
2454,26,265955.02,2022-11-09 16:00:00
2455,36,60298.18,2022-03-12 08:00:00
2456,615,189570.85,2022-07-21 06:00:00
2457,52,21738.91,2022-01-05 20:00:00
2458,70,379014.94,2022-05-09 05:00:00
2459,15,63906.7,2022-04-03 17:00:00
2460,24,144740.9,2022-01-25 22:00:00
2461,7,13825.32,2022-05-19 03:00:00
2462,175,799798.01,2022-04-11 16:00:00
2463,21,10346.26,2022-04-15 08:00:00
2464,47,74830.24,2022-07-27 15:00:00
2465,4,138113.71,2022-04-23 12:00:00
2466,119,73181.68,2022-02-22 18:00:00
2467,89,36243.8,2022-04-13 06:00:00
2468,266,456036.12,2022-05-16 11:00:00
2469,1,12914.09,2022-02-14 00:00:00
2470,10,71462.45,2021-12-19 20:00:00
2471,105,124492.65,2022-06-11 07:00:00
2472,63,50350.05,2022-11-10 03:00:00
2473,101,108254.83,2022-07-05 11:00:00
2474,78,463888.51,2022-07-15 02:00:00
2475,8,56378.4,2022-01-23 08:00:00
2476,116,20182.92,2022-04-28 01:00:00
2477,11,210546.55,2022-09-26 05:00:00
2478,97,525708.96,2022-07-27 09:00:00
2479,35,495738.63,2022-09-23 13:00:00
2480,3,45704.99,2022-05-10 18:00:00
2481,35,27833.17,2022-04-30 23:00:00
2482,13,828361.36,2022-03-30 18:00:00
2483,132,104450.98,2022-04-30 06:00:00
2484,96,962311.55,2022-09-13 05:00:00
2485,152,131838.38,2022-02-17 17:00:00
2486,44,114016.18,2022-02-04 03:00:00
2487,158,107969.68,2022-09-09 11:00:00
2488,7,404318.79,2022-03-11 01:00:00
2489,70,165987.3,2022-03-21 18:00:00
2490,615,308045.77,2022-09-05 18:00:00
2491,137,1201186.52,2022-09-04 23:00:00
2492,219,265312.41,2022-09-29 00:00:00
2493,11,110677.83,2022-02-22 05:00:00
2494,89,470768.12,2022-09-18 21:00:00
2495,180,1163817.89,2022-10-15 09:00:00
2496,9,138495.54,2022-11-01 23:00:00
2497,60,147555.44,2022-11-14 03:00:00
2498,565,197027.93,2022-05-06 00:00:00
2499,42,228399.16,2022-05-26 12:00:00
2500,64,151666.29,2022-04-02 17:00:00
2501,31,59927.02,2022-11-01 05:00:00
2502,7,48828.61,2022-01-21 05:00:00
2503,34,86863.8,2022-02-23 00:00:00
2504,84,152434.85,2022-03-09 13:00:00
2505,19,145161.52,2022-03-29 22:00:00
2506,22,752928.75,2022-11-22 23:00:00
2507,40,128825.39,2022-03-13 15:00:00
2508,32,200818.93,2022-10-23 02:00:00
2509,39,37500.06,2022-05-29 08:00:00
2510,1,148552.11,2022-09-13 08:00:00
2511,122,14702.22,2022-08-27 16:00:00
2512,45,174507.49,2022-06-18 08:00:00
2513,33,133040.61,2022-09-22 23:00:00
2514,172,177972.7,2022-04-05 23:00:00
2515,38,20389.83,2022-07-31 06:00:00
2516,78,196142.21,2022-05-22 12:00:00
2517,36,30998.91,2022-10-04 13:00:00
2518,13,8749.44,2022-02-27 08:00:00
2519,87,289708.93,2022-08-22 09:00:00
2520,118,78843.36,2022-02-26 02:00:00
2521,7,16090.56,2022-02-01 20:00:00
2522,90,310970.5,2022-02-06 15:00:00
2523,27,37905.77,2022-09-03 21:00:00
2524,135,81996.05,2022-05-14 15:00:00
2525,105,1108093.8,2022-06-20 02:00:00
2526,24,94362.98,2022-01-16 15:00:00
2527,3,674531.8,2022-02-17 19:00:00
2528,62,240363.39,2022-01-17 23:00:00
2529,39,77079.74,2022-03-24 17:00:00
2530,70,81654.23,2022-10-24 21:00:00
2531,20,14882.22,2022-03-09 03:00:00
2532,276,167549.47,2022-01-23 08:00:00
2533,5,148392.93,2022-03-27 02:00:00
2534,63,131039.61,2022-02-06 00:00:00
2535,391,10007.94,2022-01-23 14:00:00
2536,23,136903.59,2022-10-01 00:00:00
2537,58,37763.83,2022-08-06 08:00:00
2538,320,261388.58,2022-04-08 23:00:00
2539,79,925762.51,2022-04-08 17:00:00
2540,67,136841.99,2022-03-23 15:00:00
2541,195,657758.13,2022-03-02 18:00:00
2542,16,15400.23,2022-05-04 04:00:00
2543,8,1280130.91,2022-04-16 01:00:00
2544,6,50392.41,2022-05-04 14:00:00
2545,13,31238.56,2022-04-12 15:00:00
2546,201,516537.33,2022-07-21 00:00:00
2547,87,31940.52,2022-07-10 03:00:00
2548,106,43694.46,2022-11-01 09:00:00
2549,4,327276.6,2022-07-11 11:00:00
2550,6,102084.42,2022-06-28 09:00:00
2551,238,316769.39,2022-06-28 17:00:00
2552,147,177186.12,2022-02-28 10:00:00
2553,35,328536.4,2022-02-26 16:00:00
2554,12,18330.4,2022-08-27 18:00:00
2555,19,202650.37,2022-08-02 04:00:00
2556,38,73572.65,2022-05-23 17:00:00
2557,93,556774.46,2022-10-25 10:00:00
2558,197,41395.23,2022-08-30 13:00:00
2559,30,475866.06,2022-09-17 18:00:00
2560,209,186341.03,2022-12-02 20:00:00
2561,14,746744.86,2022-04-17 17:00:00
2562,267,658406.19,2022-08-13 01:00:00
2563,26,65631.88,2022-05-19 07:00:00
2564,60,374203.31,2022-08-19 12:00:00
2565,144,174472.4,2022-04-25 00:00:00
2566,40,277505.16,2022-05-19 03:00:00
2567,351,39992.76,2022-01-20 14:00:00
2568,69,62839.78,2022-03-01 12:00:00
2569,65,531208.71,2022-07-27 05:00:00
2570,191,540077.22,2022-02-24 18:00:00
2571,16,156392.34,2022-08-18 02:00:00
2572,69,452996.9,2022-05-04 18:00:00
2573,110,66567.79,2022-05-16 02:00:00
2574,61,458553.31,2022-06-29 05:00:00
2575,57,948347.29,2022-02-06 11:00:00
2576,107,12846.29,2022-03-11 04:00:00
2577,71,54823.84,2022-02-21 08:00:00
2578,5,2635.92,2022-10-01 09:00:00
2579,31,17794.79,2022-04-28 02:00:00
2580,98,38409.67,2022-02-08 23:00:00
2581,32,31681.38,2022-08-01 06:00:00
2582,592,595795.9,2022-06-06 16:00:00
2583,35,89076.47,2022-09-27 01:00:00
2584,3,371439.1,2022-06-07 01:00:00
2585,21,5303.14,2022-02-21 07:00:00
2586,57,161534.94,2022-03-07 20:00:00
2587,79,625856.82,2022-03-18 10:00:00
2588,11,25680.26,2022-02-22 19:00:00
2589,247,185008.24,2022-10-19 16:00:00
2590,31,103863.93,2022-01-29 00:00:00
2591,167,103470.2,2022-11-03 06:00:00
2592,83,290799.63,2022-03-16 19:00:00
2593,69,1196991.27,2022-09-26 10:00:00
2594,768,1086159.27,2022-05-01 13:00:00
2595,249,284282.65,2022-10-05 02:00:00
2596,61,15393.84,2022-09-20 06:00:00
2597,15,124133.25,2022-01-18 01:00:00
2598,189,235879.62,2022-02-24 03:00:00
2599,122,184354.87,2022-03-08 19:00:00
2600,165,352625.03,2022-02-19 03:00:00
2601,180,149340.73,2022-04-07 09:00:00
2602,8,71328.39,2022-06-03 17:00:00
2603,60,141867.16,2022-03-13 02:00:00
2604,31,21588.74,2022-03-01 12:00:00
2605,41,423641.77,2022-07-21 06:00:00
2606,655,638275.43,2022-07-18 23:00:00
2607,36,100524.09,2022-04-11 17:00:00
2608,11,72477.56,2022-10-19 06:00:00
2609,42,1020041.86,2022-09-25 18:00:00
2610,2,14793.96,2022-03-12 00:00:00
2611,109,203630.67,2022-08-17 19:00:00
2612,45,634671.91,2022-03-20 19:00:00
2613,46,62365.19,2022-11-05 10:00:00
2614,242,562256.45,2022-03-26 07:00:00
2615,54,59999.69,2022-10-22 16:00:00
2616,137,362319.33,2022-05-13 02:00:00
2617,98,37259.94,2022-03-02 06:00:00
2618,163,442004.19,2022-07-23 06:00:00
2619,151,23316.14,2022-04-19 15:00:00
2620,373,172895.03,2022-02-03 14:00:00
2621,87,9690.49,2021-12-31 14:00:00
2622,7,9138.41,2022-02-04 18:00:00
2623,44,151879.11,2022-09-04 01:00:00
2624,29,244347.74,2022-04-06 11:00:00
2625,56,93923.05,2022-04-20 17:00:00
2626,81,40179.1,2022-08-22 13:00:00
2627,69,196122.41,2022-02-06 01:00:00
2628,32,288835.47,2022-06-21 21:00:00
2629,14,163969.5,2022-08-01 00:00:00
2630,19,15153.17,2022-05-10 17:00:00
2631,471,168000.27,2022-09-12 09:00:00
2632,94,68142.03,2022-08-16 22:00:00
2633,44,8934.44,2022-04-14 14:00:00
2634,49,240684.68,2022-05-25 00:00:00
2635,62,566780.62,2022-06-28 15:00:00
2636,106,1695797.63,2022-07-15 00:00:00
2637,66,21684.36,2022-08-06 19:00:00
2638,19,298981.6,2022-02-23 19:00:00
2639,90,147246.94,2022-09-07 12:00:00
2640,545,135818.95,2022-09-26 20:00:00
2641,43,136657.55,2022-08-12 19:00:00
2642,403,223602.94,2022-10-26 09:00:00
2643,25,71509.05,2022-10-20 19:00:00
2644,277,139277.99,2022-10-20 13:00:00
2645,41,466152.71,2022-02-23 01:00:00
2646,78,158979.07,2022-05-30 04:00:00
2647,49,102687.07,2022-09-28 12:00:00
2648,66,14440.95,2022-04-13 18:00:00
2649,226,1330680.22,2022-06-25 22:00:00
2650,136,36734.63,2022-04-29 01:00:00
2651,140,205384.17,2022-10-03 07:00:00
2652,47,11039.3,2022-11-04 14:00:00
2653,27,62117.52,2022-03-26 15:00:00
2654,70,238935.18,2022-05-02 12:00:00
2655,35,113479.13,2022-04-09 10:00:00
2656,46,69390.32,2022-01-19 22:00:00
2657,31,33545.91,2022-03-02 21:00:00
2658,2,133527.76,2022-05-25 03:00:00
2659,70,176929.11,2022-08-23 01:00:00
2660,215,80790.5,2022-10-18 03:00:00
2661,172,383860.27,2022-05-04 14:00:00
2662,29,58026.25,2022-07-11 06:00:00
2663,26,196287.23,2022-07-08 18:00:00
2664,456,784473.54,2022-05-11 02:00:00
2665,19,109956.33,2022-03-08 14:00:00
2666,43,290130.96,2022-11-08 18:00:00
2667,29,23907.58,2022-04-17 00:00:00
2668,46,457735.83,2022-07-02 20:00:00
2669,22,230445.2,2022-06-18 21:00:00
2670,58,412574.11,2022-07-26 22:00:00
2671,21,220622.54,2022-03-28 01:00:00
2672,114,67478.56,2022-07-06 16:00:00
2673,20,8999.07,2022-09-21 13:00:00
2674,155,42237.36,2022-05-14 17:00:00
2675,20,550116.79,2022-05-17 05:00:00
2676,304,624389.56,2022-05-08 20:00:00
2677,16,236376.47,2022-10-03 01:00:00
2678,73,340215.05,2022-10-20 10:00:00
2679,105,185069.17,2022-11-26 07:00:00
2680,334,426513.59,2022-02-25 17:00:00
2681,101,9894.63,2022-04-05 03:00:00
2682,192,190554.22,2022-01-20 06:00:00
2683,18,727587.17,2022-02-18 10:00:00
2684,38,198822.16,2022-04-19 04:00:00
2685,147,323269.95,2022-07-19 05:00:00
2686,43,265567.03,2022-05-03 07:00:00
2687,79,1008937.93,2022-10-16 03:00:00
2688,89,113974.59,2022-02-15 02:00:00
2689,22,60536.21,2022-04-14 18:00:00
2690,241,822114.18,2022-04-30 17:00:00
2691,773,756341.07,2022-03-04 00:00:00
2692,32,140685.26,2022-04-05 01:00:00
2693,234,86609.83,2022-05-01 08:00:00
2694,7,682289.99,2022-02-10 03:00:00
2695,7,521778.34,2022-06-13 23:00:00
2696,64,15766.53,2022-01-09 20:00:00
2697,72,210390.5,2022-12-16 16:00:00
2698,112,667038.14,2022-10-08 12:00:00
2699,67,131632.21,2022-06-22 00:00:00
2700,38,68037.77,2022-11-14 13:00:00
2701,78,126617.96,2022-06-30 08:00:00
2702,46,116023.11,2022-01-05 15:00:00
2703,726,547029.95,2022-05-21 16:00:00
2704,101,33249.78,2022-07-25 12:00:00
2705,59,37847.71,2022-05-18 15:00:00
2706,53,8345.18,2022-03-23 08:00:00
2707,51,478673.04,2022-10-11 02:00:00
2708,52,110531.77,2022-01-13 06:00:00
2709,54,64688.65,2021-12-27 05:00:00
2710,122,227560.9,2022-08-13 02:00:00
2711,11,26281.08,2022-02-21 06:00:00
2712,20,157149.6,2022-10-29 02:00:00
2713,42,53256.38,2022-03-27 03:00:00
2714,22,26087.98,2022-07-23 01:00:00
2715,10,114133.58,2022-09-13 06:00:00
2716,6,155101.79,2022-03-19 07:00:00
2717,172,1159173.77,2022-07-28 18:00:00
2718,109,233117.69,2022-07-19 07:00:00
2719,18,298955.35,2022-09-03 11:00:00
2720,35,55615.55,2022-03-20 17:00:00
2721,29,287641.2,2022-09-08 19:00:00
2722,30,200071.04,2022-03-09 09:00:00
2723,102,531762.8,2022-09-01 15:00:00
2724,11,7374.48,2022-04-12 16:00:00
2725,426,164452.53,2022-07-07 12:00:00
2726,76,212348.84,2022-03-19 22:00:00
2727,97,311074.45,2022-06-20 22:00:00
2728,182,977547.41,2022-09-19 11:00:00
2729,233,801257.79,2022-11-09 04:00:00
2730,177,249109.22,2022-07-24 12:00:00
2731,178,285946.15,2022-04-26 20:00:00
2732,213,479411.63,2022-09-18 05:00:00
2733,204,744052.68,2022-09-30 13:00:00
2734,211,74024.68,2022-10-03 22:00:00
2735,38,37561.64,2022-09-22 18:00:00
2736,72,9655.03,2022-10-03 00:00:00
2737,66,283732.4,2022-06-19 08:00:00
2738,164,37355.99,2022-05-19 01:00:00
2739,113,12141.09,2022-06-02 23:00:00
2740,73,531021.01,2022-05-03 22:00:00
2741,673,317528.94,2022-10-27 11:00:00
2742,12,17433.8,2022-01-29 01:00:00
2743,35,48852.09,2022-10-02 18:00:00
